D_          0 ,QI_          0 ,QF_          0 ,D_          1 ,QI_          1 ,QF_          1 ,D_          2 ,QI_          2 ,QF_          2 ,D_          3 ,QI_          3 ,QF_          3 ,D_          4 ,QI_          4 ,QF_          4 ,D_          5 ,QI_          5 ,QF_          5 ,D_          6 ,QI_          6 ,QF_          6 ,D_          7 ,QI_          7 ,QF_          7
2904 , 1 ,15 ,bf92 , 1 ,15 ,bd5f , 3 ,13 ,6b58 , 1 ,15 ,38f4 , 1 ,15 ,a4e5 , 3 ,13 ,5f4d , 2 ,14 ,f9a8 , 1 ,15 
8d74 , 1 ,15 ,415f , 2 ,14 ,2ebc , 1 ,15 ,a3dc , 2 ,14 ,aeaa , 1 ,15 ,7a98 , 2 ,14 ,a348 , 2 ,14 ,c25e , 1 ,15 
a9e8 , 1 ,15 ,106e , 1 ,15 ,61c2 , 1 ,15 ,4b21 , 2 ,14 ,149a , 1 ,15 ,09d8 , 1 ,15 ,4a8e , 1 ,15 ,6574 , 1 ,15 
be18 , 3 ,13 ,b1cb , 3 ,13 ,91fe , 1 ,15 ,bfad , 2 ,14 ,16d8 , 1 ,15 ,3d0a , 1 ,15 ,3dd8 , 1 ,15 ,9506 , 1 ,15 
0414 , 1 ,15 ,ec3a , 1 ,15 ,1cac , 1 ,15 ,4170 , 1 ,15 ,9252 , 1 ,15 ,1390 , 1 ,15 ,390a , 1 ,15 ,0ea8 , 1 ,15 
c6d6 , 1 ,15 ,27e6 , 1 ,15 ,ac0f , 2 ,14 ,59ac , 1 ,15 ,bbd4 , 1 ,15 ,7078 , 1 ,15 ,2e5e , 1 ,15 ,a088 , 1 ,15 
403e , 3 ,13 ,dc58 , 1 ,15 ,902a , 2 ,14 ,ad01 , 2 ,14 ,2206 , 1 ,15 ,5caf , 3 ,13 ,84fe , 1 ,15 ,57fd , 2 ,14 
8d6c , 1 ,15 ,568e , 1 ,15 ,256a , 1 ,15 ,a9d0 , 2 ,14 ,52b4 , 1 ,15 ,0970 , 1 ,15 ,ae6e , 2 ,14 ,4650 , 1 ,15 
7aea , 1 ,15 ,6009 , 2 ,14 ,4fa5 , 2 ,14 ,334c , 1 ,15 ,be88 , 2 ,14 ,4135 , 3 ,13 ,0cea , 1 ,15 ,0ca4 , 1 ,15 
794c , 1 ,15 ,adae , 2 ,14 ,5f5a , 1 ,15 ,b541 , 2 ,14 ,314e , 1 ,15 ,0d80 , 1 ,15 ,35ca , 1 ,15 ,5a5a , 1 ,15 
0b86 , 1 ,15 ,99b6 , 1 ,15 ,ae59 , 3 ,13 ,de14 , 1 ,15 ,3694 , 1 ,15 ,8452 , 1 ,15 ,5d06 , 2 ,14 ,4505 , 2 ,14 
4d7c , 1 ,15 ,b64d , 2 ,14 ,3a70 , 1 ,15 ,93d0 , 1 ,15 ,e3c2 , 1 ,15 ,c97e , 1 ,15 ,4978 , 1 ,15 ,b1f8 , 2 ,14 
bbbb , 2 ,14 ,2500 , 1 ,15 ,4416 , 2 ,14 ,4d6c , 1 ,15 ,22fe , 1 ,15 ,fe0c , 2 ,14 ,ffda , 1 ,15 ,242c , 1 ,15 
97af , 2 ,14 ,fa62 , 1 ,15 ,5512 , 1 ,15 ,bdf9 , 2 ,14 ,e704 , 1 ,15 ,5ce0 , 1 ,15 ,bf8a , 1 ,15 ,7814 , 1 ,15 
d1a6 , 1 ,15 ,40aa , 1 ,15 ,206e , 1 ,15 ,4ac4 , 1 ,15 ,c6c2 , 1 ,15 ,e6b0 , 1 ,15 ,4f24 , 1 ,15 ,f512 , 1 ,15 
b6d2 , 2 ,14 ,bc54 , 3 ,13 ,27fe , 1 ,15 ,452e , 2 ,14 ,4b48 , 2 ,14 ,7116 , 1 ,15 ,5ee9 , 2 ,14 ,be81 , 3 ,13 
9d54 , 1 ,15 ,23ac , 1 ,15 ,082c , 1 ,15 ,8b52 , 1 ,15 ,50c6 , 1 ,15 ,d4f2 , 1 ,15 ,5ed0 , 2 ,14 ,d466 , 1 ,15 
7ec8 , 1 ,15 ,69b0 , 1 ,15 ,5de5 , 2 ,14 ,e6b0 , 1 ,15 ,0ab2 , 1 ,15 ,761b , 2 ,14 ,292e , 1 ,15 ,43da , 1 ,15 
10c8 , 1 ,15 ,e216 , 1 ,15 ,03e8 , 1 ,15 ,22a8 , 1 ,15 ,e360 , 1 ,15 ,53be , 1 ,15 ,f332 , 1 ,15 ,69f2 , 1 ,15 
d948 , 2 ,14 ,aa00 , 2 ,14 ,d376 , 1 ,15 ,6515 , 2 ,14 ,a506 , 2 ,14 ,b346 , 2 ,14 ,4814 , 1 ,15 ,21a8 , 1 ,15 
2a78 , 1 ,15 ,a9d8 , 2 ,14 ,58a6 , 1 ,15 ,9f24 , 1 ,15 ,ea56 , 1 ,15 ,55bf , 2 ,14 ,b5c0 , 1 ,15 ,fa0c , 1 ,15 
c0c8 , 1 ,15 ,e9dc , 1 ,15 ,4307 , 2 ,14 ,78e0 , 1 ,15 ,48e3 , 2 ,14 ,7f4e , 1 ,15 ,dd0c , 1 ,15 ,0d30 , 1 ,15 
a963 , 2 ,14 ,492e , 1 ,15 ,0c4e , 1 ,15 ,c440 , 1 ,15 ,60b8 , 1 ,15 ,bd94 , 1 ,15 ,da8a , 1 ,15 ,7d0c , 1 ,15 
3eac , 1 ,15 ,8d22 , 1 ,15 ,2118 , 1 ,15 ,5d68 , 1 ,15 ,dbc4 , 1 ,15 ,6894 , 1 ,15 ,e0e4 , 1 ,15 ,1dbc , 1 ,15 
92f6 , 1 ,15 ,9464 , 1 ,15 ,5f5a , 1 ,15 ,ebf6 , 1 ,15 ,5352 , 2 ,14 ,f41c , 1 ,15 ,ae62 , 1 ,15 ,9152 , 1 ,15 
6326 , 1 ,15 ,6220 , 1 ,15 ,dde0 , 1 ,15 ,60aa , 2 ,14 ,b9d0 , 2 ,14 ,b2d8 , 3 ,13 ,7fc0 , 2 ,14 ,7c07 , 2 ,14 
acfe , 1 ,15 ,195e , 1 ,15 ,8e41 , 3 ,13 ,b184 , 1 ,15 ,fd56 , 1 ,15 ,b29a , 1 ,15 ,ae88 , 2 ,14 ,c05a , 1 ,15 
e096 , 1 ,15 ,48c6 , 2 ,14 ,99f3 , 2 ,14 ,d27a , 1 ,15 ,5500 , 3 ,13 ,6f70 , 1 ,15 ,3a7e , 1 ,15 ,467a , 1 ,15 
8924 , 1 ,15 ,b304 , 2 ,14 ,a69a , 2 ,14 ,e688 , 1 ,15 ,f110 , 1 ,15 ,6219 , 2 ,14 ,d340 , 1 ,15 ,5f9e , 2 ,14 
be55 , 3 ,13 ,8322 , 1 ,15 ,c52c , 1 ,15 ,b2ba , 1 ,15 ,b380 , 1 ,15 ,23fc , 1 ,15 ,3f0e , 1 ,15 ,4572 , 1 ,15 
49bd , 3 ,13 ,8460 , 1 ,15 ,5982 , 1 ,15 ,59d5 , 2 ,14 ,b5b9 , 3 ,13 ,b52b , 2 ,14 ,42bb , 3 ,13 ,48a2 , 1 ,15 
6f87 , 2 ,14 ,5d60 , 1 ,15 ,d71e , 1 ,15 ,9a92 , 1 ,15 ,78f2 , 1 ,15 ,88ec , 1 ,15 ,6a06 , 1 ,15 ,d008 , 1 ,15 
41cb , 2 ,14 ,b9e2 , 1 ,15 ,5c06 , 1 ,15 ,fad6 , 1 ,15 ,bcd1 , 2 ,14 ,c128 , 1 ,15 ,4eab , 2 ,14 ,9186 , 1 ,15 
ff98 , 1 ,15 ,4636 , 1 ,15 ,4ec8 , 1 ,15 ,da20 , 1 ,15 ,13f2 , 1 ,15 ,9e10 , 1 ,15 ,09a6 , 1 ,15 ,1d00 , 1 ,15 
ff02 , 1 ,15 ,b73e , 2 ,14 ,07a4 , 1 ,15 ,8b3e , 2 ,14 ,a290 , 1 ,15 ,7dc2 , 1 ,15 ,dc96 , 1 ,15 ,1b98 , 1 ,15 
edde , 1 ,15 ,836c , 1 ,15 ,3dc6 , 1 ,15 ,b308 , 1 ,15 ,6534 , 2 ,14 ,65ab , 2 ,14 ,48f7 , 2 ,14 ,4e69 , 2 ,14 
14f8 , 1 ,15 ,44e2 , 1 ,15 ,ba59 , 3 ,13 ,03a2 , 1 ,15 ,56fa , 1 ,15 ,2b42 , 1 ,15 ,b71a , 2 ,14 ,7a56 , 1 ,15 
c878 , 1 ,15 ,030c , 1 ,15 ,493b , 2 ,14 ,832e , 1 ,15 ,2c20 , 1 ,15 ,acd0 , 1 ,15 ,b672 , 1 ,15 ,b5c0 , 1 ,15 
6769 , 2 ,14 ,9b2b , 2 ,14 ,fe1a , 1 ,15 ,802c , 2 ,14 ,eb9c , 1 ,15 ,6cea , 1 ,15 ,a2e2 , 2 ,14 ,c8fa , 1 ,15 
ac5e , 2 ,14 ,f3aa , 1 ,15 ,60ca , 2 ,14 ,824a , 1 ,15 ,d202 , 1 ,15 ,5332 , 1 ,15 ,c76e , 1 ,15 ,8892 , 1 ,15 
bc52 , 1 ,15 ,3320 , 1 ,15 ,8e59 , 2 ,14 ,5180 , 1 ,15 ,4e57 , 2 ,14 ,c72c , 1 ,15 ,1376 , 1 ,15 ,06ac , 1 ,15 
c648 , 1 ,15 ,d6ac , 1 ,15 ,a197 , 2 ,14 ,aa0e , 2 ,14 ,4778 , 1 ,15 ,8e04 , 1 ,15 ,4c09 , 2 ,14 ,b801 , 3 ,13 
4d72 , 2 ,14 ,10d8 , 1 ,15 ,ccd0 , 1 ,15 ,f08a , 1 ,15 ,d6f0 , 1 ,15 ,ec30 , 1 ,15 ,4e1e , 1 ,15 ,c1ca , 1 ,15 
4914 , 2 ,14 ,b39e , 1 ,15 ,470a , 2 ,14 ,ad32 , 1 ,15 ,59bb , 2 ,14 ,00ee , 1 ,15 ,2674 , 1 ,15 ,1b26 , 1 ,15 
6b66 , 2 ,14 ,7715 , 2 ,14 ,ae28 , 3 ,13 ,45d2 , 2 ,14 ,77ed , 2 ,14 ,3620 , 1 ,15 ,ac9d , 2 ,14 ,973e , 1 ,15 
4f80 , 2 ,14 ,53c2 , 2 ,14 ,ab10 , 2 ,14 ,5bae , 1 ,15 ,452f , 2 ,14 ,1ae6 , 1 ,15 ,e4f0 , 1 ,15 ,4c7c , 1 ,15 
cd16 , 1 ,15 ,c256 , 1 ,15 ,5198 , 1 ,15 ,c56c , 1 ,15 ,486c , 1 ,15 ,26aa , 1 ,15 ,f464 , 1 ,15 ,87fc , 1 ,15 
6bd4 , 1 ,15 ,f308 , 1 ,15 ,0486 , 1 ,15 ,9d42 , 1 ,15 ,82dc , 2 ,14 ,fbd6 , 1 ,15 ,2bfa , 1 ,15 ,a995 , 2 ,14 
675c , 1 ,15 ,ec68 , 1 ,15 ,e600 , 1 ,15 ,4b8c , 1 ,15 ,5a38 , 2 ,14 ,f4c4 , 1 ,15 ,081a , 1 ,15 ,00b2 , 1 ,15 
0586 , 1 ,15 ,1dcc , 1 ,15 ,41ee , 1 ,15 ,a3f4 , 2 ,14 ,3f9c , 1 ,15 ,5600 , 1 ,15 ,bae7 , 2 ,14 ,21ee , 1 ,15 
3b56 , 1 ,15 ,e03a , 1 ,15 ,df26 , 1 ,15 ,e9e0 , 1 ,15 ,e802 , 1 ,15 ,3030 , 1 ,15 ,d97c , 1 ,15 ,e00e , 1 ,15 
596c , 1 ,15 ,11b8 , 1 ,15 ,57cc , 1 ,15 ,61f6 , 2 ,14 ,5ebf , 2 ,14 ,1174 , 1 ,15 ,f6b0 , 1 ,15 ,0aa6 , 1 ,15 
52cf , 2 ,14 ,06ae , 1 ,15 ,a7f3 , 2 ,14 ,7a34 , 1 ,15 ,1cc6 , 1 ,15 ,502f , 3 ,13 ,44ee , 2 ,14 ,a35b , 2 ,14 
b936 , 2 ,14 ,40b6 , 1 ,15 ,d08a , 1 ,15 ,b6e4 , 2 ,14 ,5010 , 1 ,15 ,fa9c , 1 ,15 ,f324 , 1 ,15 ,8212 , 1 ,15 
2fca , 1 ,15 ,3810 , 1 ,15 ,d2e2 , 1 ,15 ,abfb , 2 ,14 ,974c , 1 ,15 ,585c , 1 ,15 ,d85a , 1 ,15 ,64d1 , 2 ,14 
66e4 , 2 ,14 ,eb7a , 1 ,15 ,45c4 , 3 ,13 ,660c , 1 ,15 ,f3b0 , 1 ,15 ,5b58 , 1 ,15 ,b616 , 2 ,14 ,afe0 , 1 ,15 
4289 , 3 ,13 ,08a2 , 1 ,15 ,fb1c , 1 ,15 ,71c8 , 1 ,15 ,d652 , 1 ,15 ,941e , 1 ,15 ,f4a8 , 1 ,15 ,a5ac , 1 ,15 
5ec8 , 1 ,15 ,229c , 1 ,15 ,190a , 1 ,15 ,ae02 , 1 ,15 ,6256 , 1 ,15 ,a720 , 1 ,15 ,48cf , 3 ,13 ,6532 , 1 ,15 
91f8 , 1 ,15 ,833f , 2 ,14 ,5574 , 1 ,15 ,bd71 , 3 ,13 ,bd67 , 2 ,14 ,2e1a , 1 ,15 ,d984 , 1 ,15 ,4a3e , 3 ,13 
ffa0 , 1 ,15 ,d006 , 1 ,15 ,e7aa , 1 ,15 ,519a , 2 ,14 ,058a , 1 ,15 ,b3fe , 1 ,15 ,96e1 , 2 ,14 ,79fe , 1 ,15 
4564 , 1 ,15 ,9b26 , 1 ,15 ,e8c6 , 1 ,15 ,0316 , 1 ,15 ,8ffa , 1 ,15 ,546f , 2 ,14 ,aefc , 2 ,14 ,4400 , 1 ,15 
5596 , 1 ,15 ,d87c , 1 ,15 ,71f4 , 1 ,15 ,31ba , 1 ,15 ,1bb8 , 1 ,15 ,bf9e , 1 ,15 ,0198 , 1 ,15 ,50c2 , 1 ,15 
be14 , 1 ,15 ,1118 , 1 ,15 ,e6d2 , 1 ,15 ,47b8 , 2 ,14 ,3e4c , 1 ,15 ,c61e , 1 ,15 ,4b94 , 2 ,14 ,9ede , 1 ,15 
0408 , 1 ,15 ,de16 , 1 ,15 ,3260 , 1 ,15 ,5436 , 1 ,15 ,f258 , 1 ,15 ,5a5b , 2 ,14 ,a708 , 1 ,15 ,19aa , 1 ,15 
6ae2 , 1 ,15 ,3bf8 , 1 ,15 ,5705 , 2 ,14 ,bea4 , 2 ,14 ,77b4 , 2 ,14 ,fb78 , 1 ,15 ,d65c , 1 ,15 ,bd82 , 2 ,14 
cc06 , 1 ,15 ,cfba , 1 ,15 ,0f36 , 1 ,15 ,9ce5 , 2 ,14 ,b82e , 1 ,15 ,5bac , 1 ,15 ,d770 , 1 ,15 ,59ce , 1 ,15 
b8a6 , 1 ,15 ,e6ea , 1 ,15 ,cd82 , 1 ,15 ,9037 , 2 ,14 ,b8c0 , 1 ,15 ,19b4 , 1 ,15 ,bb0e , 2 ,14 ,bd24 , 1 ,15 
50fd , 2 ,14 ,62b8 , 1 ,15 ,a048 , 1 ,15 ,8f16 , 1 ,15 ,b86d , 2 ,14 ,45ae , 1 ,15 ,f4e0 , 1 ,15 ,6a1f , 2 ,14 
2de4 , 1 ,15 ,837e , 1 ,15 ,4514 , 1 ,15 ,71a6 , 1 ,15 ,dbea , 1 ,15 ,5e44 , 1 ,15 ,6108 , 1 ,15 ,31a2 , 1 ,15 
510f , 2 ,14 ,7f1b , 2 ,14 ,b551 , 2 ,14 ,8fc6 , 1 ,15 ,8196 , 1 ,15 ,5daa , 2 ,14 ,a276 , 1 ,15 ,16e8 , 1 ,15 
49d2 , 2 ,14 ,3394 , 1 ,15 ,aec5 , 2 ,14 ,2e90 , 1 ,15 ,6a0e , 1 ,15 ,8762 , 1 ,15 ,2928 , 1 ,15 ,0364 , 1 ,15 
ae4e , 2 ,14 ,45d4 , 1 ,15 ,eb82 , 1 ,15 ,e084 , 1 ,15 ,4094 , 1 ,15 ,4964 , 1 ,15 ,9ef5 , 2 ,14 ,b0bc , 2 ,14 
d658 , 1 ,15 ,32f0 , 1 ,15 ,a658 , 1 ,15 ,4d10 , 1 ,15 ,5c1c , 1 ,15 ,a4ef , 2 ,14 ,4b43 , 2 ,14 ,128c , 1 ,15 
afdf , 2 ,14 ,68b3 , 2 ,14 ,3d4a , 1 ,15 ,de4c , 1 ,15 ,e584 , 1 ,15 ,db2e , 1 ,15 ,c28c , 1 ,15 ,e18a , 1 ,15 
4a6a , 3 ,13 ,4291 , 4 ,12 ,ac07 , 2 ,14 ,40ee , 1 ,15 ,8ac8 , 1 ,15 ,594a , 1 ,15 ,533f , 3 ,13 ,b218 , 1 ,15 
12f4 , 1 ,15 ,03f8 , 1 ,15 ,d20a , 1 ,15 ,3f4c , 1 ,15 ,1ee4 , 1 ,15 ,52e9 , 2 ,14 ,9e8e , 1 ,15 ,5028 , 1 ,15 
5326 , 1 ,15 ,46b1 , 2 ,14 ,dfb4 , 1 ,15 ,d742 , 1 ,15 ,29e0 , 1 ,15 ,f6f8 , 1 ,15 ,f3de , 1 ,15 ,e3f8 , 1 ,15 
c39c , 1 ,15 ,f722 , 1 ,15 ,1b3e , 1 ,15 ,6e64 , 1 ,15 ,15a6 , 1 ,15 ,1b56 , 1 ,15 ,038e , 1 ,15 ,9e12 , 2 ,14 
9e42 , 1 ,15 ,130e , 1 ,15 ,5a7a , 1 ,15 ,6d02 , 1 ,15 ,08ea , 1 ,15 ,aa42 , 1 ,15 ,e284 , 1 ,15 ,fd5e , 1 ,15 
5316 , 1 ,15 ,4216 , 3 ,13 ,d68c , 1 ,15 ,2f5e , 1 ,15 ,79e8 , 1 ,15 ,ab76 , 1 ,15 ,1bb8 , 1 ,15 ,71b8 , 1 ,15 
75de , 1 ,15 ,4ac1 , 2 ,14 ,9186 , 1 ,15 ,0814 , 1 ,15 ,a1d0 , 2 ,14 ,b7eb , 3 ,13 ,2aae , 1 ,15 ,b5b3 , 2 ,14 
427f , 2 ,14 ,cbec , 1 ,15 ,a2ba , 1 ,15 ,bb59 , 2 ,14 ,d550 , 1 ,15 ,fac8 , 1 ,15 ,1ee4 , 1 ,15 ,ea1a , 1 ,15 
53f6 , 1 ,15 ,5979 , 2 ,14 ,91a5 , 2 ,14 ,2f74 , 1 ,15 ,6fca , 1 ,15 ,3cac , 1 ,15 ,75f8 , 1 ,15 ,3cec , 1 ,15 
8706 , 1 ,15 ,2750 , 1 ,15 ,4728 , 3 ,13 ,5edd , 2 ,14 ,791e , 1 ,15 ,ae4e , 1 ,15 ,920a , 1 ,15 ,79c5 , 2 ,14 
057c , 1 ,15 ,aeae , 1 ,15 ,0598 , 1 ,15 ,0286 , 1 ,15 ,2c16 , 1 ,15 ,bc36 , 1 ,15 ,6606 , 1 ,15 ,d410 , 1 ,15 
b28c , 1 ,15 ,ac5a , 1 ,15 ,dd54 , 1 ,15 ,bbfa , 1 ,15 ,91fa , 2 ,14 ,ef78 , 1 ,15 ,0a88 , 1 ,15 ,edd2 , 1 ,15 
b6d0 , 1 ,15 ,a534 , 1 ,15 ,0dda , 1 ,15 ,645b , 2 ,14 ,0348 , 1 ,15 ,4550 , 1 ,15 ,4132 , 2 ,14 ,4a24 , 1 ,15 
c160 , 1 ,15 ,325a , 1 ,15 ,01d6 , 1 ,15 ,4050 , 1 ,15 ,62d4 , 1 ,15 ,bd40 , 1 ,15 ,d3b2 , 1 ,15 ,9f92 , 1 ,15 
b02c , 2 ,14 ,b3cd , 2 ,14 ,b2e4 , 2 ,14 ,3ebc , 1 ,15 ,2c84 , 1 ,15 ,9052 , 1 ,15 ,4caf , 3 ,13 ,a390 , 2 ,14 
791e , 1 ,15 ,f82c , 1 ,15 ,a920 , 1 ,15 ,073e , 1 ,15 ,bc5a , 1 ,15 ,bdaf , 2 ,14 ,71d3 , 3 ,13 ,82fe , 3 ,13 
6732 , 1 ,15 ,4a8e , 1 ,15 ,c590 , 1 ,15 ,d48c , 1 ,15 ,7c8e , 1 ,15 ,fd60 , 1 ,15 ,2c7e , 1 ,15 ,4b5e , 1 ,15 
f490 , 1 ,15 ,5aec , 2 ,14 ,c734 , 1 ,15 ,0e82 , 1 ,15 ,9792 , 1 ,15 ,71b2 , 2 ,14 ,e1ba , 1 ,15 ,0e22 , 1 ,15 
e8a0 , 1 ,15 ,b9ad , 2 ,14 ,1888 , 1 ,15 ,9f52 , 1 ,15 ,e2ba , 1 ,15 ,1df4 , 1 ,15 ,925e , 1 ,15 ,a137 , 2 ,14 
ae43 , 2 ,14 ,917c , 2 ,14 ,7dcc , 1 ,15 ,1a7a , 1 ,15 ,44aa , 3 ,13 ,7072 , 1 ,15 ,6380 , 1 ,15 ,b7c4 , 2 ,14 
88c0 , 1 ,15 ,3c36 , 1 ,15 ,3728 , 1 ,15 ,e38c , 1 ,15 ,8a5a , 1 ,15 ,583a , 1 ,15 ,50b8 , 1 ,15 ,f5ca , 1 ,15 
f00e , 1 ,15 ,110c , 1 ,15 ,b42c , 1 ,15 ,9c42 , 1 ,15 ,1b0a , 1 ,15 ,eec6 , 1 ,15 ,d454 , 1 ,15 ,864a , 1 ,15 
6d97 , 2 ,14 ,59a6 , 1 ,15 ,3a1a , 1 ,15 ,981b , 2 ,14 ,1756 , 1 ,15 ,ad00 , 3 ,13 ,3d34 , 1 ,15 ,0e2c , 1 ,15 
1e2c , 1 ,15 ,05bc , 1 ,15 ,a846 , 1 ,15 ,7fe5 , 2 ,14 ,afa2 , 1 ,15 ,f80e , 1 ,15 ,e39c , 1 ,15 ,00cc , 1 ,15 
2866 , 1 ,15 ,70c0 , 1 ,15 ,0466 , 1 ,15 ,cd06 , 1 ,15 ,66f2 , 1 ,15 ,d150 , 1 ,15 ,5a4c , 1 ,15 ,a843 , 2 ,14 
4292 , 2 ,14 ,458a , 2 ,14 ,f714 , 1 ,15 ,deae , 1 ,15 ,4b1e , 2 ,14 ,be11 , 2 ,14 ,2e46 , 1 ,15 ,c69a , 1 ,15 
b855 , 3 ,13 ,c442 , 1 ,15 ,2ba0 , 2 ,14 ,ebca , 1 ,15 ,fa82 , 1 ,15 ,a7cf , 2 ,14 ,e726 , 1 ,15 ,936a , 2 ,14 
6fc6 , 1 ,15 ,3c62 , 1 ,15 ,0764 , 1 ,15 ,cd6e , 1 ,15 ,5ebc , 1 ,15 ,4691 , 2 ,14 ,bb04 , 3 ,13 ,4c22 , 2 ,14 
6a9d , 3 ,13 ,29f8 , 1 ,15 ,b0e8 , 1 ,15 ,22aa , 1 ,15 ,5e74 , 1 ,15 ,3222 , 1 ,15 ,792a , 1 ,15 ,e9cc , 1 ,15 
e7ca , 1 ,15 ,47dc , 1 ,15 ,4490 , 1 ,15 ,0342 , 1 ,15 ,1c40 , 1 ,15 ,578a , 1 ,15 ,7d7c , 1 ,15 ,6a9c , 1 ,15 
ac67 , 3 ,13 ,e6cc , 1 ,15 ,fe4e , 1 ,15 ,a30e , 1 ,15 ,bb5c , 2 ,14 ,bf62 , 2 ,14 ,bf72 , 2 ,14 ,4884 , 2 ,14 
2008 , 1 ,15 ,340a , 1 ,15 ,434b , 2 ,14 ,170a , 1 ,15 ,e740 , 1 ,15 ,b5ef , 2 ,14 ,5984 , 1 ,15 ,bfc8 , 3 ,13 
acf4 , 3 ,13 ,ed24 , 1 ,15 ,24c8 , 1 ,15 ,bca4 , 2 ,14 ,e366 , 2 ,14 ,e526 , 1 ,15 ,429d , 2 ,14 ,6230 , 1 ,15 
24ac , 1 ,15 ,1cc2 , 1 ,15 ,dd42 , 1 ,15 ,c192 , 1 ,15 ,e2b6 , 1 ,15 ,c214 , 1 ,15 ,f24a , 1 ,15 ,d406 , 1 ,15 
3442 , 1 ,15 ,be07 , 2 ,14 ,08f6 , 1 ,15 ,dbfe , 1 ,15 ,bae5 , 2 ,14 ,9c2e , 2 ,14 ,556a , 1 ,15 ,551b , 2 ,14 
8842 , 1 ,15 ,5c0f , 2 ,14 ,3f32 , 1 ,15 ,9e24 , 1 ,15 ,b670 , 2 ,14 ,5690 , 1 ,15 ,46e9 , 3 ,13 ,ba30 , 1 ,15 
0ecc , 1 ,15 ,b068 , 1 ,15 ,552e , 2 ,14 ,84b2 , 2 ,14 ,1f84 , 1 ,15 ,b074 , 2 ,14 ,563e , 2 ,14 ,ddd0 , 1 ,15 
b58a , 1 ,15 ,9e57 , 2 ,14 ,c666 , 1 ,15 ,17ac , 1 ,15 ,c878 , 1 ,15 ,413a , 2 ,14 ,5d6e , 2 ,14 ,39c8 , 1 ,15 
6056 , 1 ,15 ,a694 , 1 ,15 ,74ef , 2 ,14 ,aa6c , 2 ,14 ,eff4 , 1 ,15 ,0a3a , 1 ,15 ,48b1 , 2 ,14 ,b734 , 1 ,15 
cd4e , 1 ,15 ,44f7 , 3 ,13 ,73a2 , 1 ,15 ,dcb6 , 1 ,15 ,4584 , 1 ,15 ,2888 , 1 ,15 ,b011 , 3 ,13 ,4283 , 2 ,14 
521f , 2 ,14 ,adf6 , 2 ,14 ,b580 , 1 ,15 ,bf54 , 2 ,14 ,3bea , 1 ,15 ,3750 , 1 ,15 ,9e03 , 2 ,14 ,02fc , 1 ,15 
5125 , 2 ,14 ,2162 , 1 ,15 ,cdf4 , 1 ,15 ,7f68 , 2 ,14 ,791a , 1 ,15 ,f572 , 1 ,15 ,1146 , 1 ,15 ,fc52 , 1 ,15 
b21b , 2 ,14 ,af7d , 3 ,13 ,b71a , 2 ,14 ,f202 , 1 ,15 ,66c0 , 1 ,15 ,481b , 2 ,14 ,bec4 , 1 ,15 ,95be , 1 ,15 
726c , 1 ,15 ,0d06 , 1 ,15 ,1416 , 1 ,15 ,1836 , 1 ,15 ,9a12 , 1 ,15 ,d1ac , 1 ,15 ,b54a , 1 ,15 ,8acc , 1 ,15 
bcb2 , 3 ,13 ,9ede , 1 ,15 ,f3a0 , 1 ,15 ,cc3c , 1 ,15 ,3fa6 , 1 ,15 ,a6cb , 2 ,14 ,28b6 , 1 ,15 ,0f5e , 1 ,15 
f26c , 1 ,15 ,b90e , 1 ,15 ,c6aa , 1 ,15 ,34ec , 1 ,15 ,5b83 , 2 ,14 ,d3b2 , 1 ,15 ,3af8 , 1 ,15 ,433f , 2 ,14 
3d40 , 1 ,15 ,24b8 , 1 ,15 ,1f22 , 1 ,15 ,c19c , 1 ,15 ,cc0c , 1 ,15 ,bb98 , 1 ,15 ,e8d8 , 1 ,15 ,1e50 , 1 ,15 
b9ad , 3 ,13 ,8b56 , 2 ,14 ,bf52 , 2 ,14 ,0906 , 1 ,15 ,0634 , 1 ,15 ,74f3 , 2 ,14 ,4464 , 3 ,13 ,98c4 , 2 ,14 
0f36 , 1 ,15 ,47fa , 2 ,14 ,5aa8 , 2 ,14 ,38c4 , 1 ,15 ,75fe , 2 ,14 ,e5fa , 1 ,15 ,eeea , 1 ,15 ,4ba4 , 2 ,14 
4b0c , 1 ,15 ,c148 , 1 ,15 ,15bc , 1 ,15 ,3218 , 1 ,15 ,ea1e , 1 ,15 ,10de , 1 ,15 ,6b00 , 1 ,15 ,c430 , 1 ,15 
158c , 1 ,15 ,5e1f , 2 ,14 ,0558 , 1 ,15 ,2332 , 1 ,15 ,4151 , 2 ,14 ,4248 , 1 ,15 ,762a , 2 ,14 ,2e6a , 1 ,15 
4ddf , 2 ,14 ,f7a4 , 1 ,15 ,f3a6 , 1 ,15 ,e0b0 , 1 ,15 ,2c1e , 1 ,15 ,26b8 , 1 ,15 ,5290 , 1 ,15 ,538f , 2 ,14 
deba , 1 ,15 ,53f2 , 1 ,15 ,08be , 1 ,15 ,b75d , 3 ,13 ,7194 , 1 ,15 ,b58e , 2 ,14 ,4c1e , 1 ,15 ,ed12 , 1 ,15 
54ff , 2 ,14 ,6700 , 1 ,15 ,b052 , 1 ,15 ,4809 , 2 ,14 ,3d48 , 1 ,15 ,4656 , 2 ,14 ,d5b4 , 1 ,15 ,08e6 , 1 ,15 
